location,latitude,longitude,address
West Bengal (IN),22.9964948,87.6855882,"West Bengal, India"
West Delhi,28.6545456,77.08105551,"West Delhi, Delhi, India"
"White River, South Africa",-25.326389,31.014444,"White River, Mbombela, Ehlanzeni, Mpumalanga, 1240, South Africa"
"Wilmington City, New Castle County, 19801, Delaware, United States",39.7478926,-75.54941333,"City Center Wilmington Parking, 208, West 12th Street, Midtown Brandywine, Wilmington, New Castle County, Delaware, 19801, United States"
Woodbridge,52.0941323,1.3199383,"Woodbridge, East Suffolk, Suffolk, England, United Kingdom"
Yaba,12.811960299999999,-2.884813151,"Yaba, Nayala, Boucle du Mouhoun, Burkina Faso"
"Yadgir, India",16.57441225,76.92544344576471,"Yadgir, Karnataka, India"
"Yamuna Nagar, India",19.1481254,72.827599,"Yamuna Nagar, K/W Ward, Zone 3, Mumbai Suburban, Maharashtra, 400053, India"
"Yaounde, Cameroon",3.8689867,11.5213344,"Communauté urbaine de Yaoundé, Mfoundi, Centre, Cameroun"
"Yenagoa Bayelsa State, Nigeria",4.9334651,6.2747786,"Yenegoa, Bayelsa, 569101, Nigeria"
"Yeruham, Israel",30.9888033,34.9250975,"ירוחם, נפת באר שבע, מחוז הדרום, ישראל"
"Zabalj, Serbia",45.3728199,20.0637917,"Жабаљ, Општина Жабаљ, Јужнобачки управни округ, Војводина, 21230, Србија"
zagazig/ Sharqia/ Egypt,30.5853431,31.5035127,"الزقازيق, الشرقية, 44512, مصر"
"Zanzibar, Tanzania",-6.1664908,39.2074312,"Zanzibar City مدينة زنجبار, Mjini, Unguja Mjini Magharibi, Zanzibar زنجبار, 71109, Tanzania"
"Zaria, Kaduna State, Nigeria",11.0248119,7.651853311586596,"Zaria, Kaduna, Nigeria"
