location,latitude,longitude,address
"Greater Accra, Ghana",5.8101532,0.0995242,"Greater Accra Region, Ghana"
"Greenbelt, Maryland",38.9933654,-76.88333238,"Greenbelt, Campus Drive, Yarrow, College Park, Prince George's County, Maryland, 20740, United States"
Greensboro,36.0726355,-79.7919754,"Greensboro, Guilford County, North Carolina, United States"
Greensboro,36.0726355,-79.7919754,"Greensboro, Guilford County, North Carolina, United States"
Guinea,10.7226226,-10.7083587,Guinée
"Gujarat, India",22.3850051,71.745261,"Gujarat, India"
"Gujarat, India",22.3850051,71.745261,"Gujarat, India"
"Gujarat, India",22.3850051,71.745261,"Gujarat, India"
"Gujarat, India",22.3850051,71.745261,"Gujarat, India"
"Gumla district, Jharkhand, India",23.1603759,84.45995652080032,"Gumla, Jharkhand, India"
"Guntur, India",16.2915189,80.4541588,"Guntur, Andhra Pradesh, 522001, India"
Gurgaon,28.4646148,77.0299194,"Gurugram, Haryana, India"
"Gurugram, India",28.4646148,77.0299194,"Gurugram, Haryana, India"
"Gurugram, India",28.4646148,77.0299194,"Gurugram, Haryana, India"
"Gurugram, India",28.4646148,77.0299194,"Gurugram, Haryana, India"
"Gurugram, India",28.4646148,77.0299194,"Gurugram, Haryana, India"
"Gurugram, India",28.4646148,77.0299194,"Gurugram, Haryana, India"
"Guwahati, Assam",26.1805978,91.753943,"Guwahati, Kamrup Metropolitan, Assam, 781015, India"
"Guwahati, Assam",26.1805978,91.753943,"Guwahati, Kamrup Metropolitan, Assam, 781015, India"
"Gweru, Zimbabwe",-19.4616316,29.8205953,"Gweru, Midlands, Zimbabwe"
Haiti,19.1399952,-72.3570972,Ayiti
"Harare, Zimbabwe",-17.8567035,31.0601584,"Harare Province, Zimbabwe"
"Harare, Zimbabwe",-17.8567035,31.0601584,"Harare Province, Zimbabwe"
"Harare, Zimbabwe",-17.8567035,31.0601584,"Harare Province, Zimbabwe"
"Harare, Zimbabwe",-17.8567035,31.0601584,"Harare Province, Zimbabwe"
"Harare, Zimbabwe",-17.8567035,31.0601584,"Harare Province, Zimbabwe"
"Harare, Zimbabwe",-17.8567035,31.0601584,"Harare Province, Zimbabwe"
"Haryana, India",29,76,"Haryana, India"
"Haryana, India",29,76,"Haryana, India"
"Henderson, Nevada",36.0319843,-114.9822486,"Henderson, Clark County, Nevada, United States"
"Ho Chi Minh, Vietnam",10.7763897,106.7011391,"Thành phố Hồ Chí Minh, Việt Nam"
"Ho Chi Minh, Vietnam",10.7763897,106.7011391,"Thành phố Hồ Chí Minh, Việt Nam"
Homa Bay,-0.56396015,34.31878185590796,"Homa Bay, Nyanza, Kenya"
"Houston, TX",29.7589382,-95.3676974,"Houston, Harris County, Texas, United States"
"Houston, TX",29.7589382,-95.3676974,"Houston, Harris County, Texas, United States"
"Houston, TX",29.7589382,-95.3676974,"Houston, Harris County, Texas, United States"
Hpa An,16.8902634,97.6362745,"ဘားအံ, ဘားအံခရိုင်, ကရင်ပြည်နယ်, 10311, မြန်မာ"
"Hyderabad, India",17.360589,78.4740613,"Hyderabad, Bahadurpura mandal, Hyderabad, Telangana, India"
"Hyderabad, Sindh, Pakistan",25.4075358,68.36134563257718,"حیدرآباد, ضلع حیدرآباد, حیدر آباد ڈویژن, سندھ, پاکستان"
"Igabi Local Government, Nigeria",,,
"Igreja Nova, Alagoas, Brazil",-10.1267244,-36.658151,"Igreja Nova, Região Geográfica Imediata de Penedo, Região Geográfica Intermediária de Maceió, Alagoas, Região Nordeste, Brasil"
"Ilford, United Kingdom",51.5582734,0.0711669,"Ilford, Greater London, England, IG1 1DL, United Kingdom"
India,22.3511148,78.6677428,India
India,22.3511148,78.6677428,India
India,22.3511148,78.6677428,India
India,22.3511148,78.6677428,India
India,22.3511148,78.6677428,India
India,22.3511148,78.6677428,India
India,22.3511148,78.6677428,India
India,22.3511148,78.6677428,India
India,22.3511148,78.6677428,India
"Indore, India",22.7203616,75.8681996,"Indore, Juni Indore Tahsil, Indore, Madhya Pradesh, 452001, India"
"Indore, Madhya Pradesh",22.7203616,75.8681996,"Indore, Juni Indore Tahsil, Indore, Madhya Pradesh, 452001, India"
Iowa City,41.6612561,-91.5299106,"Iowa City, Johnson County, Iowa, United States"
"Iranduba, Amazonas, Brasil",-3.2758203,-60.1867429,"Iranduba, Região Geográfica Imediata de Manaus, Região Geográfica Intermediária de Manaus, Amazonas, Região Norte, Brasil"
Iraq,33.0955793,44.1749775,العراق
Iseyin,7.9710106,3.5956141,"Ìsẹ́yìn, Oyo, Nigeria"
"Islamabad, Pakistan",33.6938118,73.0651511,"اسلام آباد, زون 1, وفاقی دارالحکومت اسلام آباد, 44000, پاکستان"
"Islamabad, Pakistan",33.6938118,73.0651511,"اسلام آباد, زون 1, وفاقی دارالحکومت اسلام آباد, 44000, پاکستان"
Itapetininga,-23.588607,-48.048326,"Itapetininga, Região Imediata de Itapetininga, Região Metropolitana de Sorocaba, Região Geográfica Intermediária de Sorocaba, São Paulo, Região Sudeste, Brasil"
Itapetininga,-23.588607,-48.048326,"Itapetininga, Região Imediata de Itapetininga, Região Metropolitana de Sorocaba, Região Geográfica Intermediária de Sorocaba, São Paulo, Região Sudeste, Brasil"
Itapetininga,-23.588607,-48.048326,"Itapetininga, Região Imediata de Itapetininga, Região Metropolitana de Sorocaba, Região Geográfica Intermediária de Sorocaba, São Paulo, Região Sudeste, Brasil"
"Itatira, Cear√°, Brasil",,,
"Jabalpur, India",23.1701522,79.9324505,"Jabalpur, Ranjhi Tahsil, Jabalpur, Madhya Pradesh, India"
Jacmel,18.2352587,-72.5375127,"Jacmel, Commune Jacmel, Arrondissement de Jacmel, Département du Sud-Est, 9110, Ayiti"
"Jaipur, India",26.9154576,75.8189817,"Jaipur, Jaipur Municipal Corporation, Jaipur Tehsil, Jaipur, Rajasthan, 302001, India"
"Jaipur, India",26.9154576,75.8189817,"Jaipur, Jaipur Municipal Corporation, Jaipur Tehsil, Jaipur, Rajasthan, 302001, India"
"Jaipur, India",26.9154576,75.8189817,"Jaipur, Jaipur Municipal Corporation, Jaipur Tehsil, Jaipur, Rajasthan, 302001, India"
"Jaipur, India",26.9154576,75.8189817,"Jaipur, Jaipur Municipal Corporation, Jaipur Tehsil, Jaipur, Rajasthan, 302001, India"
"Jaipur, India",26.9154576,75.8189817,"Jaipur, Jaipur Municipal Corporation, Jaipur Tehsil, Jaipur, Rajasthan, 302001, India"
"Jaipur, India",26.9154576,75.8189817,"Jaipur, Jaipur Municipal Corporation, Jaipur Tehsil, Jaipur, Rajasthan, 302001, India"
"Jakarta, Indonesia",-6.1754049,106.827168,"Daerah Khusus ibukota Jakarta, Jawa, Indonesia"
"Jakarta, Indonesia",-6.1754049,106.827168,"Daerah Khusus ibukota Jakarta, Jawa, Indonesia"
"Jakarta, Indonesia",-6.1754049,106.827168,"Daerah Khusus ibukota Jakarta, Jawa, Indonesia"
"Jakarta, Indonesia",-6.1754049,106.827168,"Daerah Khusus ibukota Jakarta, Jawa, Indonesia"
"Jakarta, Indonesia",-6.1754049,106.827168,"Daerah Khusus ibukota Jakarta, Jawa, Indonesia"
"Jakarta, Indonesia",-6.1754049,106.827168,"Daerah Khusus ibukota Jakarta, Jawa, Indonesia"
"Jakarta, Indonesia",-6.1754049,106.827168,"Daerah Khusus ibukota Jakarta, Jawa, Indonesia"
"Jammu and Kashmir, India",33.6649297,75.1629584,"Jammu and Kashmir, India"
"Jamnagar, Gujarat",22.4732415,70.0552102,"Jamnagar, Jamnagar City Taluka, Jamnagar, Gujarat, India"
"Jamnagar, India",22.4732415,70.0552102,"Jamnagar, Jamnagar City Taluka, Jamnagar, Gujarat, India"
Jharkhand,23.4559809,85.2557301,"Jharkhand, India"
Jimeta-Yola,9.213442223882156,12.464542908609742,"Ganye - Jimeta Federal Road, Yola, Yola North, Adamawa, Nigeria"
"Jinja City, Uganda",0.4353036,33.2055568,"Jinja City, Eastern Region, Uganda"
"Jinja City, Uganda",0.4353036,33.2055568,"Jinja City, Eastern Region, Uganda"
"Jinja City, Uganda",0.4353036,33.2055568,"Jinja City, Eastern Region, Uganda"
"Jinja City, Uganda",0.4353036,33.2055568,"Jinja City, Eastern Region, Uganda"
"Jinja City, Uganda",0.4353036,33.2055568,"Jinja City, Eastern Region, Uganda"
"Jodhpur, Rajasthan",26.2967719,73.0351433,"Jodhpur, Jodhpur Tehsil, Jodhpur, Rajasthan, India"
"Johannesburg, South Africa",-26.205,28.049722,"Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa"
"Johannesburg, South Africa",-26.205,28.049722,"Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa"
"Johannesburg, South Africa",-26.205,28.049722,"Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa"
"Johannesburg, South Africa",-26.205,28.049722,"Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa"
"Addis Ababa, Ethiopia",9.0358287,38.7524127,"አዲስ አበባ / Addis Ababa, Arada, አዲስ አበባ Addis Ababa أديس أبابا, አዲስ አበባ أديس أبابا, 3578, ኢትዮጵያ إثيوبيا"
"Juba, South Sudan",4.8459246,31.5959173,"Juba City, Juba, Central Equatoria الاستوائية المركزية, South Sudan جنوب السودان"
"Juba, South Sudan",4.8459246,31.5959173,"Juba City, Juba, Central Equatoria الاستوائية المركزية, South Sudan جنوب السودان"
"Juba, South Sudan",4.8459246,31.5959173,"Juba City, Juba, Central Equatoria الاستوائية المركزية, South Sudan جنوب السودان"
Junagadh,21.5220416,70.4582458,"Junagadh, Junagadh City Taluka, Junagadh, Gujarat, 362015, India"
"Junagadh, Gujarat",21.5220416,70.4582458,"Junagadh, Junagadh City Taluka, Junagadh, Gujarat, 362015, India"
"Kabul, Afghanistan",34.5266431,69.1849082,"کابل, کابل ښاروالۍ, ولایت كابل, 1001, افغانستان"
"Kabul, Afghanistan",34.5266431,69.1849082,"کابل, کابل ښاروالۍ, ولایت كابل, 1001, افغانستان"
Kachchh,23.583333,70,"Kutch, Gujarat, India"
"Kaduna, Nigeria",10.5182899,7.4359863,"Kaduna, Kabala, Kaduna North, Kaduna, 800211, Nigeria"
"Kaduna, Nigeria",10.5182899,7.4359863,"Kaduna, Kabala, Kaduna North, Kaduna, 800211, Nigeria"
"Kailahun, Eastern Sierra Leone",8.2820297,-10.5551953,"Kailahun, Kailahun District, Eastern Province, Sierra Leone"
"Kailua Kona, Hawaii",19.641941,-155.996933,"Kailua, Hawaiʻi County, Hawaii, United States"
"Kakamega, Kenya",0.4957104,34.801548861634615,"Kakamega, Western, Kenya"
"Kakuma, Kenya",3.706286,34.873489,"Kakuma Town, Turkana, Rift Valley, Kenya"
"Kakuma, Kenya",3.706286,34.873489,"Kakuma Town, Turkana, Rift Valley, Kenya"
"Kalyan, India",19.2396742,73.1366482,"Kalyan, Kalyan-Dombivli, Kalyan Taluka, Thane, Maharashtra, India"
Kampala-Uganda,0.3177137,32.5813539,"Kampala Capital City, Kampala, Central Region, Uganda"
Kampala-Uganda,0.3177137,32.5813539,"Kampala Capital City, Kampala, Central Region, Uganda"
"Kampala, Uganda",0.3177137,32.5813539,"Kampala Capital City, Kampala, Central Region, Uganda"
"Kampala, Uganda",0.3177137,32.5813539,"Kampala Capital City, Kampala, Central Region, Uganda"
"Kampala, Uganda",0.3177137,32.5813539,"Kampala Capital City, Kampala, Central Region, Uganda"
"Kampala, Uganda",0.3177137,32.5813539,"Kampala Capital City, Kampala, Central Region, Uganda"
"Kampala, Uganda",0.3177137,32.5813539,"Kampala Capital City, Kampala, Central Region, Uganda"
"Kampala, Uganda",0.3177137,32.5813539,"Kampala Capital City, Kampala, Central Region, Uganda"
"Kampala, Uganda",0.3177137,32.5813539,"Kampala Capital City, Kampala, Central Region, Uganda"
"Kampala, Uganda",0.3177137,32.5813539,"Kampala Capital City, Kampala, Central Region, Uganda"
"Kampala, Uganda",0.3177137,32.5813539,"Kampala Capital City, Kampala, Central Region, Uganda"
"Kampala, Uganda",0.3177137,32.5813539,"Kampala Capital City, Kampala, Central Region, Uganda"
"Kampala, Uganda",0.3177137,32.5813539,"Kampala Capital City, Kampala, Central Region, Uganda"
"Kampala, Uganda",0.3177137,32.5813539,"Kampala Capital City, Kampala, Central Region, Uganda"
"Kampala, Uganda",0.3177137,32.5813539,"Kampala Capital City, Kampala, Central Region, Uganda"
"Kampala, Uganda",0.3177137,32.5813539,"Kampala Capital City, Kampala, Central Region, Uganda"
"Kampala, Uganda",0.3177137,32.5813539,"Kampala Capital City, Kampala, Central Region, Uganda"
"Kampala, Uganda",0.3177137,32.5813539,"Kampala Capital City, Kampala, Central Region, Uganda"
"Kampala, Uganda",0.3177137,32.5813539,"Kampala Capital City, Kampala, Central Region, Uganda"
"Kampala, Uganda",0.3177137,32.5813539,"Kampala Capital City, Kampala, Central Region, Uganda"
"Kampala, Uganda",0.3177137,32.5813539,"Kampala Capital City, Kampala, Central Region, Uganda"
"Kampala, Uganda",0.3177137,32.5813539,"Kampala Capital City, Kampala, Central Region, Uganda"
"Kampala, Uganda",0.3177137,32.5813539,"Kampala Capital City, Kampala, Central Region, Uganda"
"Kampala, Uganda",0.3177137,32.5813539,"Kampala Capital City, Kampala, Central Region, Uganda"
"Kampala, Uganda",0.3177137,32.5813539,"Kampala Capital City, Kampala, Central Region, Uganda"
"Kampala, Uganda",0.3177137,32.5813539,"Kampala Capital City, Kampala, Central Region, Uganda"
"Kampala, Uganda",0.3177137,32.5813539,"Kampala Capital City, Kampala, Central Region, Uganda"
"Kampala, Uganda",0.3177137,32.5813539,"Kampala Capital City, Kampala, Central Region, Uganda"
"Kampala, Uganda",0.3177137,32.5813539,"Kampala Capital City, Kampala, Central Region, Uganda"
"Kanchipuram, Tamil Nadu, India",12.9647163,79.9839686,"Kanchipuram, Tamil Nadu, India"
"Kannur, India",11.8763836,75.3737973,"Kannur, Kerala, India"
"Kano State, Nigeria",11.8948389,8.5364136,"Kano, Nigeria"
"Kano State, Nigeria",11.8948389,8.5364136,"Kano, Nigeria"
"Kano, Nigeria",11.9939978,8.5219738,"Kano, Yakasai, Kano Municipal, Kano, 700271, Nigeria"
"Kapiri Mposhi, Zambia",-13.9695026,28.6787997,"Kapiri Mposhi, Kapiri Mposhi District, Central Province, Zambia"
"Karachi, Pakistan",24.8546842,67.0207055,"کراچی ڈویژن, سندھ, پاکستان"
Karnataka,14.5203896,75.7223521,"Karnataka, India"
Karnataka,14.5203896,75.7223521,"Karnataka, India"
Karnataka,14.5203896,75.7223521,"Karnataka, India"
"Karnataka, India",14.5203896,75.7223521,"Karnataka, India"
"Karuzi, Burundi",-3.1255377,30.0978347,"Karuzi, Burundi"
"Kasese, Uganda",0.1310412,30.00479684525631,"Kasese, Western Region, Uganda"
"Kasese, Uganda",0.1310412,30.00479684525631,"Kasese, Western Region, Uganda"
"Kasese, Uganda",0.1310412,30.00479684525631,"Kasese, Western Region, Uganda"
"Kasese, Uganda",0.1310412,30.00479684525631,"Kasese, Western Region, Uganda"
Kasoa,5.532573,-0.437491,"Kasoa, Gomoa East District, Central Region, Ghana"
Kasungu,-12.99248765,33.472356695915096,"Kasungu, Central Region, Malawi"
"Katavi, Tanzania",-6.3015493,30.9278274,"Katavi, Western Zone, Tanzania"
"Kathmandu, Nepal",27.708317,85.3205817,"काठमाडौँ महानगरपालिका, काठमाडौं, बागमती प्रदेश, नेपाल"
"Kathmandu, Nepal",27.708317,85.3205817,"काठमाडौँ महानगरपालिका, काठमाडौं, बागमती प्रदेश, नेपाल"
"Kathmandu, Nepal",27.708317,85.3205817,"काठमाडौँ महानगरपालिका, काठमाडौं, बागमती प्रदेश, नेपाल"
"Kathmandu, Nepal",27.708317,85.3205817,"काठमाडौँ महानगरपालिका, काठमाडौं, बागमती प्रदेश, नेपाल"
"Kathmandu, Nepal",27.708317,85.3205817,"काठमाडौँ महानगरपालिका, काठमाडौं, बागमती प्रदेश, नेपाल"
"Kathmandu, Nepal",27.708317,85.3205817,"काठमाडौँ महानगरपालिका, काठमाडौं, बागमती प्रदेश, नेपाल"
Katsina State,12.5630825,7.6207063,"Katsina, Nigeria"
"Katsina, Nigeria",12.5630825,7.6207063,"Katsina, Nigeria"
"Kent, United Kingdom",51.20707485,0.7210361813401444,"Kent, England, United Kingdom"
"Kent, Washington",47.3826903,-122.2270272,"Kent, King County, Washington, United States"
Kenya,1.4419683,38.4313975,Kenya
Kenya,1.4419683,38.4313975,Kenya
Kenya,1.4419683,38.4313975,Kenya
Kenya,1.4419683,38.4313975,Kenya
Kenya,1.4419683,38.4313975,Kenya
"Kesavadasupalem, Andhra Pradesh, India",16.3598157,81.7955795,"Kesavadasupalem, Sakhinetipalle, Dr. B. R. Ambedkar Konaseema, Andhra Pradesh, 533250, India"
"Keta, Ghana",5.9215688,0.9910728,"Keta, Keta Municipal District, Volta Region, VK-0033-1041, Ghana"
"Khulna, Bangladesh",22.9372087,89.2852741,"খুলনা বিভাগ, বাংলাদেশ"
"Khulna, Bangladesh",22.9372087,89.2852741,"খুলনা বিভাগ, বাংলাদেশ"
Kiambu,-1.03639505,36.843131163110776,"Kiambu, Central Kenya, Kenya"
Kiambu,-1.03639505,36.843131163110776,"Kiambu, Central Kenya, Kenya"
"Kiboga, Uganda",0.85925585,31.928348891802138,"Kiboga, Central Region, Uganda"
"Kigali, Rwanda",-1.8859597,30.1296751,"Umujyi wa Kigali, Rwanda"
"Kigali, Rwanda",-1.8859597,30.1296751,"Umujyi wa Kigali, Rwanda"
"Kigali, Rwanda",-1.8859597,30.1296751,"Umujyi wa Kigali, Rwanda"
"Kigali, Rwanda",-1.8859597,30.1296751,"Umujyi wa Kigali, Rwanda"
"Kigali, Rwanda",-1.8859597,30.1296751,"Umujyi wa Kigali, Rwanda"
"Kigali, Rwanda",-1.8859597,30.1296751,"Umujyi wa Kigali, Rwanda"
"Kigali, Rwanda",-1.8859597,30.1296751,"Umujyi wa Kigali, Rwanda"
"Kigali, Rwanda",-1.8859597,30.1296751,"Umujyi wa Kigali, Rwanda"
"Kigali, Rwanda",-1.8859597,30.1296751,"Umujyi wa Kigali, Rwanda"
"Kigali, Rwanda",-1.8859597,30.1296751,"Umujyi wa Kigali, Rwanda"
"Kigali, Rwanda",-1.8859597,30.1296751,"Umujyi wa Kigali, Rwanda"
"Kigali, Rwanda",-1.8859597,30.1296751,"Umujyi wa Kigali, Rwanda"
"Kigali, Rwanda",-1.8859597,30.1296751,"Umujyi wa Kigali, Rwanda"
"Kigali, Rwanda",-1.8859597,30.1296751,"Umujyi wa Kigali, Rwanda"
"Kigali, Rwanda",-1.8859597,30.1296751,"Umujyi wa Kigali, Rwanda"
"Kigali, Rwanda",-1.8859597,30.1296751,"Umujyi wa Kigali, Rwanda"
"Kigali, Rwanda",-1.8859597,30.1296751,"Umujyi wa Kigali, Rwanda"
"Kigali, Rwanda",-1.8859597,30.1296751,"Umujyi wa Kigali, Rwanda"
"Kigali, Rwanda",-1.8859597,30.1296751,"Umujyi wa Kigali, Rwanda"
"Kigali, Rwanda",-1.8859597,30.1296751,"Umujyi wa Kigali, Rwanda"
"Kigali, Rwanda",-1.8859597,30.1296751,"Umujyi wa Kigali, Rwanda"
"Kigali, Rwanda",-1.8859597,30.1296751,"Umujyi wa Kigali, Rwanda"
"Kigali, Rwanda",-1.8859597,30.1296751,"Umujyi wa Kigali, Rwanda"
"Kigoma, Tanzania",-4.5126571,30.0050533,"Kigoma, Western Zone, Tanzania"
"Kigoma, Tanzania",-4.5126571,30.0050533,"Kigoma, Western Zone, Tanzania"
"Kinshasa, DRC",-4.3196982,15.3424196,"Kinshasa, République démocratique du Congo"
"Kinshasa, R√©publique d√©mocratique du Congo",,,
"Kinshasa, DRC",-4.3196982,15.3424196,"Kinshasa, République démocratique du Congo"
Kinzaiga-Rutana,,,
"Kiserian, Kajiado North, Kenya",-1.4258317,36.685989,"kiserian oloolaiser water, Kiserian, Kajiado North, Kajiado, Rift Valley, Kenya"
"Kisii County, Kenya",-0.73894255,34.75398551201732,"Kisii, Nyanza, Kenya"
"Kisumu, Kenya",-0.1029109,34.7541761,"Kisumu, City of Kisumu, Kisumu, Nyanza, Kenya"
"Kisumu, Kenya",-0.1029109,34.7541761,"Kisumu, City of Kisumu, Kisumu, Nyanza, Kenya"
"Kitale, Kenya",1.018076,35.000236,"Kitale, Saboti, Trans Nzoia, Rift Valley, Kenya"
"Kochi, India",9.9679032,76.2444378,"Kochi, Ernakulam, Kerala, 682001, India"
"Bihar, India",25.6440845,85.906508,"Bihar, India"
"Kolhapur, India",16.7028412,74.2405329,"Kolhapur, Karvir, Kolhapur, Maharashtra, 416003, India"
"Kolkata, India",22.5726459,88.3638953,"Kolkata, West Bengal, India"
"Kolkata, India",22.5726459,88.3638953,"Kolkata, West Bengal, India"
"Kolkata, India",22.5726459,88.3638953,"Kolkata, West Bengal, India"
"Kolkata, West Bengal, India",22.5726459,88.3638953,"Kolkata, West Bengal, India"
"Kopargaon, Maharashtra, India",19.8370037,74.48291234,"Kopargaon, Ahmednagar, Maharashtra, India"
"Korba, Chattisgarh",22.5198217,82.63500285150224,"Korba, Chhattisgarh, India"
"Kota Kinabalu, Malaysia",5.9780066,116.0728988,"Kota Kinabalu, Bahagian Pantai Barat, Sabah, 88000, Malaysia"
"Kroonstad, South Africa",-27.6532701,27.235515,"Kroonstad, Moqhaka Local Municipality, Fezile Dabi District Municipality, Free State, 1499, South Africa"
"Kuala Lumpur, Malaysia",3.1526589,101.7022205,"Kuala Lumpur, Malaysia"
Kumasi,6.6985605,-1.6233086,"Kumasi, Kumasi Metropolitan District, Ashanti Region, Ghana"
Kumasi,6.6985605,-1.6233086,"Kumasi, Kumasi Metropolitan District, Ashanti Region, Ghana"
"Kumasi, Ghana",6.6985605,-1.6233086,"Kumasi, Kumasi Metropolitan District, Ashanti Region, Ghana"
"La Marque, Texas",29.3685674,-94.9713134,"La Marque, Galveston County, Texas, 77568, United States"
"Lafayette, Louisiana",30.2262187,-92.0178202,"Lafayette, Lafayette Parish, Louisiana, United States"
"Lagos, Nigeria",6.4550575,3.3941795,"Lagos, Lagos Island, Lagos, 100242, Nigeria"
"Lagos, Nigeria",6.4550575,3.3941795,"Lagos, Lagos Island, Lagos, 100242, Nigeria"
"Lagos, Nigeria",6.4550575,3.3941795,"Lagos, Lagos Island, Lagos, 100242, Nigeria"
"Lagos, Nigeria",6.4550575,3.3941795,"Lagos, Lagos Island, Lagos, 100242, Nigeria"
"Lagos, Nigeria",6.4550575,3.3941795,"Lagos, Lagos Island, Lagos, 100242, Nigeria"
"Lagos, Nigeria",6.4550575,3.3941795,"Lagos, Lagos Island, Lagos, 100242, Nigeria"
"Lagos, Nigeria",6.4550575,3.3941795,"Lagos, Lagos Island, Lagos, 100242, Nigeria"
"Lagos, Nigeria",6.4550575,3.3941795,"Lagos, Lagos Island, Lagos, 100242, Nigeria"
"Lagos, Nigeria",6.4550575,3.3941795,"Lagos, Lagos Island, Lagos, 100242, Nigeria"
"Lahore, Pakistan",31.5656822,74.3141829,"لاہور, تحصیل لاہور شہر, ضلع لاہور, لاہور ڈویژن, پنجاب, 54500, پاکستان"
"Lahore, Pakistan",31.5656822,74.3141829,"لاہور, تحصیل لاہور شہر, ضلع لاہور, لاہور ڈویژن, پنجاب, 54500, پاکستان"
Lambare,-25.3455354,-57.6261456,"Lambaré, Central, Región Oriental, Paraguay / Paraguái"
"Las Vegas, NV",36.2533896,-115.2794366,"Las Vegas, Clark County, Nevada, United States"
"Lausanne, Switzerland and Douala, Cameroon",,,
"León, Spain",42.5989995,-5.5682413,"León, Castilla y León, España"
Lihue,21.9769622,-159.3687721,"Līhuʻe, Kauaʻi County, Hawaii, 96766, United States"
"Lilongwe, Malawi",-13.9875107,33.768144,"Lilongwe, Central Region, Malawi"
"Lilongwe, Malawi",-13.9875107,33.768144,"Lilongwe, Central Region, Malawi"
"Lilongwe, Malawi",-13.9875107,33.768144,"Lilongwe, Central Region, Malawi"
"Lilongwe, Malawi",-13.9875107,33.768144,"Lilongwe, Central Region, Malawi"
"Lima, Peru",-12.0621065,-77.0365256,"Lima, Lima Metropolitana, Lima, 15083, Perú"
"Limbe, Cameroon",4.010289,9.207058,"Limbé, Limbé I, Communauté urbaine de Limbé, Fako, Southwest, Cameroun"
Lira,41.79954695,12.591271133206927,"Aeroporto di Roma-Ciampino, Via Carlo Simeoni, Municipio Roma VII, Roma, Roma Capitale, Lazio, 00043, Italia"
Lira,41.79954695,12.591271133206927,"Aeroporto di Roma-Ciampino, Via Carlo Simeoni, Municipio Roma VII, Roma, Roma Capitale, Lazio, 00043, Italia"
Lithia,37.4781901,-79.7514284,"Lithia, Botetourt County, Virginia, United States"
"Livingstone, Zambia",-17.853135,25.861429,"Livingstone, Livingstone District, Southern Province, Zambia"
"London, United Kingdom",51.4893335,-0.144055085,"London, Greater London, England, United Kingdom"
"London, United Kingdom",51.4893335,-0.144055085,"London, Greater London, England, United Kingdom"
"London, United Kingdom",51.4893335,-0.144055085,"London, Greater London, England, United Kingdom"
Londrina,-23.3112878,-51.1595023,"Londrina, Região Geográfica Imediata de Londrina, Região Geográfica Intermediária de Londrina, Paraná, Região Sul, Brasil"
"Los Angeles, United States",34.0536909,-118.242766,"Los Angeles, Los Angeles County, California, United States"
"Los Angeles, United States",34.0536909,-118.242766,"Los Angeles, Los Angeles County, California, United States"
"Los Angeles, United States",34.0536909,-118.242766,"Los Angeles, Los Angeles County, California, United States"
"Los Angeles, United States",34.0536909,-118.242766,"Los Angeles, Los Angeles County, California, United States"
"Los Angeles, United States",34.0536909,-118.242766,"Los Angeles, Los Angeles County, California, United States"
"Los Angeles, United States",34.0536909,-118.242766,"Los Angeles, Los Angeles County, California, United States"
"Los Angeles, United States",34.0536909,-118.242766,"Los Angeles, Los Angeles County, California, United States"
"Los Angeles, United States",34.0536909,-118.242766,"Los Angeles, Los Angeles County, California, United States"
"Los Angeles, United States",34.0536909,-118.242766,"Los Angeles, Los Angeles County, California, United States"
"Louisville, Kentucky",38.2542376,-85.759407,"Louisville, Jefferson County, Kentucky, United States"
"Lucknow, India",26.8381,80.9346001,"Lucknow, Uttar Pradesh, 226027, India"
"Lucknow, India",26.8381,80.9346001,"Lucknow, Uttar Pradesh, 226027, India"
"Lucknow, India",26.8381,80.9346001,"Lucknow, Uttar Pradesh, 226027, India"
"Lusaka, Zambia",-15.4163395,28.2818414,"Lusaka, Lusaka District, Lusaka Province, 10101, Zambia"
"Lusaka, Zambia",-15.4163395,28.2818414,"Lusaka, Lusaka District, Lusaka Province, 10101, Zambia"
"Lusaka, Zambia",-15.4163395,28.2818414,"Lusaka, Lusaka District, Lusaka Province, 10101, Zambia"
"Lusaka, Zambia",-15.4163395,28.2818414,"Lusaka, Lusaka District, Lusaka Province, 10101, Zambia"
"Lusaka, Zambia",-15.4163395,28.2818414,"Lusaka, Lusaka District, Lusaka Province, 10101, Zambia"
"Lusaka, Zambia",-15.4163395,28.2818414,"Lusaka, Lusaka District, Lusaka Province, 10101, Zambia"
Macap√°,1.8705573127709334,103.27918176025203,"Sungai Machap, Machap, Kluang, Johor, Malaysia"
Madagascar,-18.9249604,46.4416422,Madagasikara / Madagascar
"Madanapalli, Andhra Pradesh",17.2222578,81.2978196,"Madanapalli, Veeranna Palem, Buttayagudem, Eluru, Andhra Pradesh, 534448, India"
Madhya Pradesh,23.8143419,77.5340719,"Madhya Pradesh, India"
Madhya Pradesh,23.8143419,77.5340719,"Madhya Pradesh, India"
"Madre de Dios, Peru",-12,-70.25,"Madre de Dios, Perú"
"Maharashtra, India",18.9068356,75.6741579,"Maharashtra, India"
"Maharashtra, India",18.9068356,75.6741579,"Maharashtra, India"
